ID,Name,Tags,Emotion,Keywords,Types_Content,Types_Form,Duration,IsDownloaded,Uri,Source,IsWatched,IsLiked,Rank,DateTime
12,养生道：村民生吃克苏鲁，邪门吓哭老中医,搞笑 咪克菌 问剑长生 养生道 问剑长生联动道诡异仙 全民化身坐忘道 原创剧情 致富经 taptap UP 小剧场 2.0,0,养生道 村民 生吃 克苏鲁 邪门 吓哭 老中医 搞笑 咪克菌 问剑长生 问剑长生联动道诡异仙 全民化身坐忘道 原创剧情 致富经 taptap 小剧场 2.0,热梗恶搞,搞笑娱乐,169,0,https://www.bilibili.com/video/BV1sBZRYUE4o,0,0,0,0,0
13,这个版本的MC在哪下的？,暗区突围端游 暗区突围PC 暗区突围无限,0,MC 暗区 突围 端游 暗区 突围PC 暗区 突围无限,游戏体育,集锦剪辑,395,0,https://www.bilibili.com/video/BV14XRvYdEXJ,0,0,0,0,0
14,我自己剪的时候都没绷住,搞笑 鬼畜 四川芬达 鬼畜剧场 鬼畜星探企划第二十一期,1,搞笑 鬼畜 四川 芬达 鬼畜剧场 鬼畜星探企划,热梗恶搞,搞笑娱乐,109,0,https://www.bilibili.com/video/BV1ERZoY1EV3,0,0,0,0,0
15,Summer逆天残局1v5给电子哥打崩溃了！RA大胜VP拿下PGL首胜！,1v5 cs2赛事名场面 残局 PGL summer vp ra cncs cs2,2,Summer 逆天 残局 1v5 电子哥 崩溃 RA 大胜 VP PGL 首胜 cs2赛事名场面 残局 PGL summer vp ra cncs cs2,游戏体育,集锦剪辑,244,0,https://www.bilibili.com/video/BV1qbRkYxEco,0,0,0,0,0
16,带你体验普通高中生清明放假前的一天,第一视角 第一人称 高中生 生活记录 vlog 记录 假期 清明节 高中,0,第一视角 第一人称 高中生 生活记录 vlog 记录 假期 清明节 高中,生活体验,记录拍摄,310,0,https://www.bilibili.com/video/BV1wpRZY1E4W,0,0,0,0,0
17,《天气预报の小曲》__Gimme_More_x_step_on_up_（微调完整版）无敌变装小曲,歌单 欧美 动态壁纸 辣妹 音乐推荐 音乐 BGM 歌曲 天气预报小曲 综合,0,天气预报 小曲 Gimme_More_x_step_on_up 微调 完整版 无敌 变装 小曲 歌单 欧美 动态壁纸 辣妹 音乐推荐 音乐 BGM 歌曲 天气预报小曲 综合,艺术音乐,表演创作,242,0,https://www.bilibili.com/video/BV19JfKY8EE8,0,0,0,0,0
19,免费入库从天而降！2年价格没动过的激爽战斗大作居然今天新史低了？！鬼泣5、荒野大镖客2等均史低！【Steam每周史低游戏推荐】4.4-4.11,鬼泣5 游戏推荐 荒野大镖客2 steam游戏 steam史低 游戏鉴赏家,2,免费 入库 激爽 战斗 大作 鬼泣5 荒野大镖客2 游戏推荐 Steam 史低 游戏鉴赏家,游戏体育,集锦剪辑,428,0,https://www.bilibili.com/video/BV1zhZdYGEpG,0,0,0,0,0
21,探秘美国卡车司机工人盒饭！8块钱的蓝领餐能撑一天？,国外 美食侦探 美食 美国 卡车司机 盒饭 美国美食 国外美食 美国餐厅,0,探秘 美国 卡车司机 工人 盒饭 美食 美国 美食侦探 美国美食 国外 美食 美国餐厅,美食出行,记录拍摄,519,0,https://www.bilibili.com/video/BV1LDRRYfEkN,0,0,0,0,0
22,为什么一个陌生角色的故事能让人瞬间破防？,doro 胜利女神nikke 曼波,0,陌生 角色 故事 doro 胜利 女神nikke 曼波,游戏体育,其他,212,0,https://www.bilibili.com/video/BV1cDRSYsEUp,0,0,0,0,0
23,东北街头麻辣烫，这量大的就逆天！,街头美食 东北 物价 毛毛 麻辣烫 沈阳 便宜 路边摊 必剪创作,0,东北 街头 麻辣烫 美食 东北 物价 毛毛 沈阳 便宜 路边摊 必剪 创作,美食出行,表演创作,337,0,https://www.bilibili.com/video/BV1giRBYNEKi,0,0,0,0,0
24,四月了，还有两个月高考。我呀？我去高考吗？那很想跳楼了,高考 搞笑 高三 生活记录 单口喜剧 脱口秀 吐槽 UP 小剧场 2.0,0,高考 搞笑 高三 生活记录 单口 喜剧 脱口秀 吐槽 UP 小剧场,生活体验,搞笑娱乐,141,0,https://www.bilibili.com/video/BV1Y6Z9YtEEs,0,0,0,0,0
26,以前光顾着看陀螺了！一个角色为啥比动画还火？,童年回忆杀 动漫杂谈 宴请小时候的自己 谁能拒绝送陀螺的套餐 飓风战魂 蓝若冰,0,陀螺 角色 动画 童年回忆杀 动漫杂谈 宴请 小时候 飓风战魂 蓝若冰,影视动画,讲解议论,836,0,https://www.bilibili.com/video/BV1dEfKYcENK,0,0,0,0,0
27,我国首个脑机接口指导价发布，震惊世界科技和医学两界,黑科技 科学技术 全国首个脑机接口医疗服务价格 脑机接口指导价 脑机接口 中国科技 国产科技 脑机接口技术,0,黑科技 科学技术 全国首个 脑机接口 医疗服务价格 脑机接口指导价 脑机接口 中国科技 国产科技 脑机接口技术,科普科技,讲解议论,165,0,https://www.bilibili.com/video/BV11PZsY8EtB,0,0,0,0,0
28,战地の子,FPS 恶搞 动画 搞笑 射击游戏 新海诚 战地1 战地5 天气之子,2,FPS 恶搞 动画 搞笑 射击游戏 新海诚 战地1 战地5 天气之子,游戏体育,搞笑娱乐,271,0,https://www.bilibili.com/video/BV1DaRSYiEcE,0,0,0,0,0
29,“小杰你会带我撤离的，对吧？”,猎奇 暗区突围小杰 法老 抽象 暗区突围,0,小杰 撤离 猎奇 暗区突围 小杰 法老 抽象 暗区突围,游戏体育,搞笑娱乐,61,0,https://www.bilibili.com/video/BV19tRSYuEyh,0,0,0,0,0
30,起底隐匿在“举牌”背后的色情暗流！央视新闻记者独家调查,起底 央视新闻 调查,0,起底 央视新闻 调查 举牌 色情 暗流,新闻发现,报道访谈,564,0,https://www.bilibili.com/video/BV1cnR9YhECM,0,0,0,0,0
31,【预告片】《三体2：黑暗森林（中篇）》（个人自制）,三体 虚幻引擎 同人动画 黑暗森林 自制动画 罗辑 水滴 庄颜 三体2 动漫二创激励计划·国漫季,1,预告片 三体2 黑暗森林 中篇 虚幻引擎 同人动画 自制动画 罗辑 水滴 庄颜 三体2 动漫二创 激励计划 国漫季,影视动画,表演创作,405,0,https://www.bilibili.com/video/BV1JER6YsEL3,0,0,0,0,0
32,【梗百科】四川芬达是啥？,恶搞 四川可乐 mygo 杨坤 恶搞之家 丢手绢 大头儿子 抽象 GIRLS BAND CRY UP 小剧场 2.0,0,梗百科 四川芬达 恶搞 四川可乐 mygo 杨坤 恶搞之家 丢手绢 大头儿子 抽象 GIRLS BAND CRY UP 小剧场 2.0,热梗恶搞,搞笑娱乐,143,0,https://www.bilibili.com/video/BV1S5RqY8EuQ,0,0,0,0,0
33,美国最强_IP_竟是法国造？自由女神像，法国后悔送人了,美国 历史 好莱坞 法国 雕像 奇观 自由女神 地标建筑 万物研究所·春日探索企划,0,美国 法国 自由女神像 法国 后悔 送人 美国 历史 好莱坞 法国 雕像 奇观 自由女神 地标建筑 万物研究所 春日 探索 企划,历史政治,讲解议论,483,0,https://www.bilibili.com/video/BV1NURkYkER8,0,0,0,0,0
34,广西人过清明节be_like：,手书 搞笑 踏青 清明节 爬山 广西 祭祖 UP 小剧场 2.0,1,广西 清明节 手书 搞笑 踏青 清明节 爬山 广西 祭祖 UP 小剧场 2.0,生活体验,搞笑娱乐,92,0,https://www.bilibili.com/video/BV1xYRRY3EVS,0,0,0,0,0
35,离了红蝶之后发现外面根本没下雨！【飞莎儿】,手游 游戏 第五人格 飞莎儿 第五人格新星团 隐士 红蝶,0,离红蝶 外面 没下雨 飞莎儿 手游 游戏 第五人格 飞莎儿 第五人格新星团 隐士 红蝶,游戏体育,集锦剪辑,533,0,https://www.bilibili.com/video/BV12wdcYdEpw,0,0,0,0,0
36,“甲亢哥”魔幻重庆奇遇记,重庆 “甲亢哥”,1,“甲亢哥” 魔幻 重庆 奇遇记 重庆 “甲亢哥”,新闻发现,搞笑娱乐,89,0,https://www.bilibili.com/video/BV1AxZ2YREYk,0,0,0,0,0
37,华农兄弟：翻山越岭挖苦笋，只为喝口苦笋老鸭汤,美食 苦笋老鸭汤 田园 生活日常 华农 户外美食 乡村美食 田园美食 苦笋 华农兄弟,0,华农兄弟 翻山越岭 挖苦笋 喝苦笋老鸭汤 美食 苦笋老鸭汤 田园 生活日常 华农 户外美食 乡村美食 田园美食 苦笋 华农兄弟,美食出行,记录拍摄,989,0,https://www.bilibili.com/video/BV11ERqYoE4D,0,0,0,0,0
38,__丧偶__博主月入百万？诈尸式带货狂割韭菜！,情感 逗比 搞笑 骗子 吐槽 reaction 骗局揭露 网红 诈骗 UP 小剧场 2.0,0,丧偶 博主 月入百万 诈尸式 带货 狂割 韭菜 情感 逗比 搞笑 骗子 吐槽 reaction 骗局 揭露 网红 诈骗 UP 小剧场 2.0,社会经济,搞笑娱乐,151,0,https://www.bilibili.com/video/BV1ekRqY3EXF,0,0,0,0,0
39,震撼制作！凸变英雄X到底如何？,动漫杂谈 解析 国产动画 国漫 热血 凸变英雄 凸变英雄X 老坦 四月动画种草激励,2,震撼 制作 凸变英雄 动漫 解析 国产动画 国漫 热血 老坦  ,影视动画,讲解议论,419,0,https://www.bilibili.com/video/BV1CZRyY5EqG,0,0,0,0,0
42,在成都一大早吃这么香，不要命啦？,捕捉春日的风,1,成都 早餐 美食 生活 春日  ,美食出行,记录拍摄,655,0,https://www.bilibili.com/video/BV1ihZhYKERR,0,0,0,0,0
43,甲亢哥+卓别林，这么剪要火爆国外了！,鬼畜 搞笑 卓别林 娱乐 甲亢哥 iShowSpeed 甲亢哥少林寺 Speed 鬼畜星探企划第二十一期,2,甲亢哥 卓别林 鬼畜 搞笑 娱乐 剪辑 火爆  ,热梗恶搞,鬼畜娱乐,220,0,https://www.bilibili.com/video/BV1ykfMYpEkp,0,0,0,0,0
44,网上爆火的大锅卤菜，味道真的好吃吗？帅小伙重金尝试！,测评 吃货 美食 大锅卤菜 味道 卤味 卤菜 美食测评 BILIBILI美食研究所-踏春尝鲜季,0,测评 美食 大锅卤菜 味道 卤味 帅小伙 尝试  ,美食出行,教程攻略,287,0,https://www.bilibili.com/video/BV1yuZSYPE6J,0,0,0,0,0
45,雀巢工作室史上最沉重的一期,搞笑 旅行 搞笑视频 雀巢 花絮 鲸尾 雀巢工作室 沙雕 西藏 UP 小剧场 2.0,-1,雀巢 搞笑 旅行 沉重 花絮 鲸尾 沙雕 西藏  ,生活体验,搞笑娱乐,253,0,https://www.bilibili.com/video/BV11iZXYGEF9,0,0,0,0,0
46,小孩发热咳嗽，自行买药服用后死亡！法医尸检探真相,生活记录 法医 尸检 医院 小朋友 发热 咳嗽 肺炎 万物研究所·春日探索企划,-1,小孩 发热 咳嗽 死亡 法医 尸检 真相 医院  ,社会经济,记录拍摄,159,0,https://www.bilibili.com/video/BV1FSZRY3EZU,0,0,0,0,0
47,刘备：回答我！！,三国演义 搞笑 搞笑配音 动漫二创激励计划·国漫季,0,三国演义 搞笑 配音 动漫 刘备  ,历史政治,搞笑娱乐,198,0,https://www.bilibili.com/video/BV1JVRiYGEcj,0,0,0,0,0
48,【影史上100句“我爱你”的台词】“或许我终将落俗，但浪漫至死不渝。”,经典电影 爱情 影视剪辑 混剪 浪漫 生活 人人都能聊影视5.0 影史 系列 台词向,1,电影 爱情 台词 浪漫 经典 影视剪辑 混剪  ,影视动画,集锦剪辑,550,0,https://www.bilibili.com/video/BV11dRdY5Ekd,0,0,0,0,0
49,在上海16块实现包子蛋挞自由，白天很累但也要好好吃饭好好生活,美食vlog 快乐其实很简单 下班后日常 出租屋日常vlog 转转 沪漂 好好吃饭好好生活 二手手机推荐,1,上海 包子 蛋挞 美食 生活 下班 沪漂 快乐  ,美食出行,记录拍摄,637,0,https://www.bilibili.com/video/BV1BSfPYwEnd,0,0,0,0,0
50,或许10年前你看过我们的四谎cos,宫园薰 有马公生 四月是你的谎言 破次元大神集结令,0,四谎 宫园薰 有马公生 cos 青春 动漫  ,影视动画,表演创作,75,0,https://www.bilibili.com/video/BV19yZdYYEBE,0,0,0,0,0
51,《学_生_最_不_爽_的_一_集》,校园 动画 搞笑 生活 搞笑动画 短片 学生 行为 UP！小剧场,0,校园 动画 搞笑 学生 行为 生活 短片  ,生活体验,搞笑娱乐,162,0,https://www.bilibili.com/video/BV16WZJY3EwM,0,0,0,0,0
52,【狗子剧医】深度解析硝子失聪医学真相，比电影更揪心！,声之形 西宫硝子 医学 科学科普 听觉障碍 狗子王 风疹病毒 春日枫林健康季 有奖征稿,-1,声之形 硝子 失聪 医学 真相 科普 听觉障碍  ,科普科技,讲解议论,634,0,https://www.bilibili.com/video/BV1RCZdYPEji,0,0,0,0,0
53,两斤牛肉一斤鸡胸肉，在上海花68块制作减脂大餐营养美味贼快乐,美食 出租屋记录生活 沪漂 碳水 下班日常 男人的快乐,1,牛肉 鸡胸肉 上海 减脂 美食 营养 快乐 沪漂  ,美食出行,记录拍摄,621,0,https://www.bilibili.com/video/BV1ghRBYBEym,0,0,0,0,0
54,在现实中！射钉枪的威力有多大？国产防弹装备能挡住吗？,开箱 国产 生活 评测 高能 美国 4k 射钉枪 出行 五一哔须有此行,0,射钉枪 威力 国产 防弹 装备 评测 高能  ,科普科技,教程攻略,570,0,https://www.bilibili.com/video/BV1j7ZRYAEx9,0,0,0,0,0
55,《不要让蛋糕掉下来》亿！镜！到！底！,恐怖游戏 搞笑 亿镜到底 转转 手机推荐 速通 二手手机推荐,0,恐怖游戏 搞笑 蛋糕 亿镜到底 速通  ,游戏体育,搞笑娱乐,267,0,https://www.bilibili.com/video/BV1LjRiYgEzg,0,0,0,0,0
56,110年后，我来到了第一次世界大战爆发的起点！,战争 汉王Clear7 turbo 萨拉热窝 波黑 汉王 东欧 免签 电子书阅读器 免签国家,0,战争 第一次世界大战 萨拉热窝 波黑 历史 旅行  ,历史政治,记录拍摄,493,0,https://www.bilibili.com/video/BV1c2ZnYLEk8,0,0,0,0,0
58,《关于一小时上班制这件事》,办公室 职场 搞笑 工作 上班,0,办公室 职场 搞笑 上班 工作  ,社会经济,搞笑娱乐,99,0,https://www.bilibili.com/video/BV15KZUYjE7B,0,0,0,0,0
59,Ave_Mujica_-_天球(そら)のMúsica_(Official_Music_Video),Ave Mujica Timoris Doloris Amoris Oblivionis BanG Dream! Mortis,0,Ave Mujica 天球 音乐 BanG Dream  ,艺术音乐,表演创作,281,0,https://www.bilibili.com/video/BV1RtZmYGE3a,0,0,0,0,0
61,vlog学习的时候感到幸福的小事，南洋的炎热和潮湿,留学 生活记录 记录 Vlog Study With Me,1,留学 学习 幸福 南洋 生活 记录  ,生活体验,记录拍摄,283,0,https://www.bilibili.com/video/BV1QEZtY2EKw,0,0,0,0,0
62,爷爷网购了一套九百斤重的石桌椅！,奇葩 搞笑 生活记录 测评 爷爷 家居 开箱 石桌椅 网购 老人,0,爷爷 网购 石桌椅 奇葩 搞笑 家居 开箱  ,生活体验,记录拍摄,252,0,https://www.bilibili.com/video/BV1o9ZRYqESS,0,0,0,0,0
63,黑人对白人实施种族灭绝？南非究竟发生了什么,非洲 美国 南非 黑人 马斯克 特朗普 B站辩论季！,0,南非 种族 黑人 白人 灭绝 时政  ,社会经济,讲解议论,756,0,https://www.bilibili.com/video/BV1JgZoY1EBu,0,0,0,0,0
64,针对网上一系列谣言，霹雳火出面做出解释,洛洛历险记 霹雳火,0,霹雳火 谣言 解释 洛洛历险记 动漫  ,影视动画,讲解议论,90,0,https://www.bilibili.com/video/BV1t9fNYEEbh,0,0,0,0,0
65,锐评赵露思小小的勇气：不是偏爱？可怜无助？明星对普通人卖惨的闹剧！,综艺 影评杂谈 小小的勇气 赵露思 娱乐吃瓜大会9.0,0,赵露思 综艺 勇气 明星 娱乐 影评  ,社会经济,讲解议论,847,0,https://www.bilibili.com/video/BV1iGfPYtEdf,0,0,0,0,0
66,初_音_财_来,刘德华 初音ミク 鬼畜 miku 来财 超主人公 恭喜发财 蜜汁好听 鬼畜星探企划第二十一期,1,刘德华 初音 鬼畜 来财 搞笑 音乐  ,艺术音乐,鬼畜娱乐,86,0,https://www.bilibili.com/video/BV1ZXZnYgErz,0,0,0,0,0
67,《背道而行》,CSGO 整点电子榨菜第20期 CS2,0,CSGO 电子榨菜 CS2 游戏  ,游戏体育,集锦剪辑,258,0,https://www.bilibili.com/video/BV1htRoYpET9,0,0,0,0,0
68,“_卖___药___郎_”,怪化猫 MAD 混剪 卖药郎 动画种草激励计划9.0,0,怪化猫 卖药郎 混剪 动画  ,影视动画,集锦剪辑,90,0,https://www.bilibili.com/video/BV1LHZpYgEPn,0,0,0,0,0
69,“把怪兽叫来，我让你把怪兽叫来！”,影视剪辑 怪兽 特摄 奥特曼 MAD 压迫感 四月动画种草激励,0,影视剪辑 怪兽 奥特曼 特摄 压迫感  ,影视动画,集锦剪辑,151,0,https://www.bilibili.com/video/BV1q2ZtYtExy,0,0,0,0,0
70,__baby我们鬼畜区好像跳楼机__,鬼畜 鬼畜全明星 金坷垃 人力VOCALOID 全明星 我老爸得了MVP 跳楼机 传统鬼畜 面筋哥 鬼畜星探企划第二十一期,0,鬼畜 全明星 金坷垃 跳楼机 搞笑 传统  ,热梗恶搞,鬼畜娱乐,193,0,https://www.bilibili.com/video/BV159ZtY9EKf,0,0,0,0,0
71,这才是漫改！《刺客伍六七》纯享版！,真人版 漫改 Hello吖小志 人人都能聊影视5.0 国漫 刺客伍六七 伍六七,1,漫改 刺客伍六七 真人版 国漫 纯享  ,影视动画,表演创作,68,0,https://www.bilibili.com/video/BV1abZmYrEnR,0,0,0,0,0
72,打赌输了剪寸头……,校园 高中生 寸头,0,校园 高中生 寸头 打赌  ,生活体验,记录拍摄,67,0,https://www.bilibili.com/video/BV1bJdwYPEza,0,0,0,0,0
73,韩国最牛丧尸剧！权贵玩着宫斗游戏，闹饥荒的老百姓已经开始人吃人了_，韩国丧尸剧《王国》第一集,恐怖片 韩剧 电影解说 人人都能聊影视5.0 丧尸片 王国 灾难片 惊悚片,0,丧尸剧 王国 韩国 权贵 饥荒 人吃人 影视  ,影视动画,讲解议论,884,0,https://www.bilibili.com/video/BV1nRdcYnEzN,0,0,0,0,0
74,「小白」vivo_X200s体验：小迭代大变化？,数码 vivo X200 天玑9400+ vivo X200s 手机平板 小白测评 vivo vivo手机,0,vivo X200s 数码 手机 评测 小白  ,科普科技,教程攻略,500,0,https://www.bilibili.com/video/BV1bWRXYzEuk,0,0,0,0,0
75,珍贵影像《优雅oiiaii》,优雅 音乐 累了充充电来瓶外星人 唢呐 珍贵影像 对战 黑白 运动饮料 珍贵画面,0,优雅 音乐 唢呐 珍贵影像 对战  ,艺术音乐,表演创作,228,0,https://www.bilibili.com/video/BV1XkRyYsEKc,0,0,0,0,0
76,那些无法超越的天才游戏设计！（传送门篇）,CS 超级玛丽 单机游戏 游戏 我的世界 传送门 解密游戏 刺客索尼克 大金刚 游戏关卡,0,游戏设计 天才 传送门 单机游戏 解密  ,游戏体育,讲解议论,106,0,https://www.bilibili.com/video/BV1GxZoYvEtX,0,0,0,0,0
77,核辐射：染色体碎裂，全身融化，核事故到底有多恐怖？如何科学应对？,辐射 科普 AI 夸克AI AI搜索 夸克电脑版 夸克AI浏览器 夸克 切尔诺贝利,-1,核辐射 染色体 融化 核事故 恐怖 科普  ,科普科技,讲解议论,863,0,https://www.bilibili.com/video/BV1zwRRYaESp,0,0,0,0,0
78,辣的好痛，但好好吃。,厨艺 深夜食堂 生活记录 辣皮子拌面 吃面 麻辣 辣 辣椒 Vlog 捕捉春日的风,1,厨艺 辣椒 美食 生活 麻辣 吃面  ,美食出行,记录拍摄,187,0,https://www.bilibili.com/video/BV1xQR9YgEBQ,0,0,0,0,0
79,身体：复！活！吧！我的主人！！,搞笑 情感 抑郁症 动画 健康 身体 治愈 生活 短片 UP！小剧场,1,身体 复活 搞笑 治愈 健康 动画  ,生活体验,搞笑娱乐,626,0,https://www.bilibili.com/video/BV1eHZpYgELq,0,0,0,0,0
80,ナユタン星人_-_太陽系デスコ_u002F太阳系Disco_(ft.初音未来)_OFFICIAL_MUSIC_VIDEO,ナユタン星人 初音ミク VOCALOID MV ACG音乐 太陽系デスコ 太阳系Disco,0,ナユタン星人 初音 VOCALOID 音乐 太阳系  ,艺术音乐,表演创作,204,0,https://www.bilibili.com/video/BV1UfZ2YwEP5,0,0,0,0,0
81,再逛小吃街花了50多，鸡蛋煎饼卷菜5元，凉皮2元一斤，桂花发糕草莓豌豆黄热豆腐卤味都买上,豌豆黄 热豆腐 发糕 煎饼 特色小吃 BILIBILI美食研究所-踏春尝鲜季,1,小吃街 煎饼 凉皮 发糕 美食 豌豆黄  ,美食出行,记录拍摄,515,0,https://www.bilibili.com/video/BV1tfRzYMEsQ,0,0,0,0,0
82,腐烂堆积的退租房，清理完你们愿意出多少钱租下？,高能 霍尼韦尔闪电除醛 记录 解压 深度清洁 霍尼韦尔空气净化器 捕捉春日的风,0,退租房 清理 腐烂 解压 清洁 高能  ,生活体验,记录拍摄,860,0,https://www.bilibili.com/video/BV1EcZUYSEWF,0,0,0,0,0
84,“增强”后的PCL2启动器究竟有多强大？相信绝对可以刷新你的认知！！,游戏杂谈 科技 我的世界 Minecraft pcl2 游戏教程 启动器 游戏教学,2,启动器 PCL2 我的世界 游戏 科技 强大  ,游戏体育,教程攻略,223,0,https://www.bilibili.com/video/BV1gZRXYjEku,0,0,0,0,0
85,美国内战中的士兵饮食（北方联邦军_篇）,历史 美食 魔兽世界 军粮 咖啡 人文 炼乳 南北战争 南方邦联 宝藏知识UP跃迁计划,0,美国内战 士兵 饮食 历史 军粮 咖啡  ,历史政治,讲解议论,594,0,https://www.bilibili.com/video/BV1t6ZmYPE21,0,0,0,0,0
86,女生做的最危险的事_VS_男生做的最安全的事,高能 搞笑 搞笑动画 男生 原创动画 女生 区别 破次元大神集结令,0,男生 女生 搞笑 动画 高能 区别  ,生活体验,搞笑娱乐,151,0,https://www.bilibili.com/video/BV1QDZ2YqEBV,0,0,0,0,0
87,托里拆利实验-测量大气压,科普 实验 物理 科学 奶龙 压强 抽象 大气压强 托里拆利实验,0,托里拆利 实验 大气压 科普 物理  ,科普科技,教程攻略,95,0,https://www.bilibili.com/video/BV1XzZQYnEWv,0,0,0,0,0
88,这部“脏话连篇”的纪录片，凭什么豆瓣9.2！看完五味杂陈！,电影解说 国产电影 经典电影 纪录片 人人都能聊影视5.0 徐童 高分电影 唐小雁,0,纪录片 脏话 高分 电影解说 徐童  ,影视动画,讲解议论,980,0,https://www.bilibili.com/video/BV18FZbYUE3r,0,0,0,0,0
89,和好朋友的居家干饭记录！葱烧大排成为全场唯一硬菜,生活记录 吃货 美食vlog 闺蜜 干饭 做饭 幸福感 Vlog 捕捉春日的风,1,干饭 葱烧大排 美食 闺蜜 生活 幸福  ,美食出行,记录拍摄,695,0,https://www.bilibili.com/video/BV1AsR2Y1E32,0,0,0,0,0
90,文学史上十大旷世文章，哪一篇是你心中的第一？,人文 文学 文章,0,文学 文章 十大 人文  ,历史政治,讲解议论,168,0,https://www.bilibili.com/video/BV1KBZoY4EUZ,0,0,0,0,0
92,什么叫非遗：一连7天都不软不塌！还酥得掉渣！,美食制作 美食 旅游 梁溪脆鳝 无锡 非遗 无锡酱排骨 BILIBILI美食研究所-踏春尝鲜季,1,美食 非遗 梁溪脆鳝 无锡 酥脆  ,美食出行,教程攻略,307,0,https://www.bilibili.com/video/BV1QxRfYaEBR,0,0,0,0,0
93,吃一堑_再吃一堑_我踏马吃吃吃！,搞笑 解谜 游戏实况 闯关 实况解说 老Biu 沙雕 平台跳跃,0,搞笑 游戏 闯关 解谜 沙雕 实况  ,游戏体育,搞笑娱乐,382,0,https://www.bilibili.com/video/BV1yRR9YTETZ,0,0,0,0,0
